0	0.988243	-0.148664	-0.035705	19.475965	0.150038	0.987890	0.039527	3.288752	0.029396	-0.044419	0.998580	546.213806	
1	0.984808	-0.173648	0.000000	19.051001	0.173648	0.984808	0.000000	4.089010	0.000000	0.000000	1.000000	549.000000	
2	0.981662	-0.182773	0.054157	19.139622	0.180002	0.982275	0.052306	4.155716	-0.062757	-0.041598	0.997162	544.043762	
3	0.984808	-0.173648	0.000000	19.051001	0.173648	0.984808	0.000000	4.089010	0.000000	0.000000	1.000000	549.000000	
4	0.982387	-0.175645	0.063744	19.189587	0.173528	0.984119	0.037405	3.804405	-0.069302	-0.025685	0.997265	545.067810	
5	0.984808	-0.173648	0.000000	19.051001	0.173648	0.984808	0.000000	4.089010	0.000000	0.000000	1.000000	549.000000	
6	0.985149	-0.171655	0.004040	18.735981	0.171588	0.985079	0.013328	3.793045	-0.006268	-0.012437	0.999903	545.494995	
7	0.984808	-0.173648	0.000000	19.051001	0.173648	0.984808	0.000000	4.089010	0.000000	0.000000	1.000000	549.000000	
8	0.985317	-0.170628	-0.005956	19.404196	0.170702	0.985201	0.015511	3.628753	0.003221	-0.016300	0.999862	546.702698	
9	0.984808	-0.173648	0.000000	19.051001	0.173648	0.984808	0.000000	4.089010	0.000000	0.000000	1.000000	549.000000	
10	0.984754	-0.173335	0.014625	19.552994	0.173169	0.984820	0.011932	4.055350	-0.016472	-0.009217	0.999822	547.669434	
11	0.984808	-0.173648	0.000000	19.051001	0.173648	0.984808	0.000000	4.089010	0.000000	0.000000	1.000000	549.000000	
12	0.984211	-0.169552	0.050807	19.000393	0.167431	0.984925	0.043458	3.673149	-0.057409	-0.034265	0.997762	547.668884	
13	0.984808	-0.173648	0.000000	19.051001	0.173648	0.984808	0.000000	4.089010	0.000000	0.000000	1.000000	549.000000	
14	0.982671	-0.160968	0.091912	19.701572	0.157298	0.986483	0.045920	4.123999	-0.098062	-0.030667	0.994708	551.031189	
15	0.984808	-0.173648	0.000000	19.051001	0.173648	0.984808	0.000000	4.089010	0.000000	0.000000	1.000000	549.000000	
16	0.983554	-0.173021	-0.051812	19.573494	0.172084	0.984835	-0.022073	3.741532	0.054845	0.012795	0.998413	548.458252	
17	0.984808	-0.173648	0.000000	19.051001	0.173648	0.984808	0.000000	4.089010	0.000000	0.000000	1.000000	549.000000	
18	0.984099	-0.174624	-0.032484	19.021210	0.174400	0.984628	-0.009633	3.694541	0.033667	0.003815	0.999426	544.982361	
19	0.984808	-0.173648	0.000000	19.051001	0.173648	0.984808	0.000000	4.089010	0.000000	0.000000	1.000000	549.000000	
20	0.985701	-0.168373	-0.006612	19.238892	0.168303	0.985684	-0.010060	3.416066	0.008211	0.008803	0.999928	540.955444	
21	0.984808	-0.173648	0.000000	19.051001	0.173648	0.984808	0.000000	4.089010	0.000000	0.000000	1.000000	549.000000	
