0.995536	-0.041415	0.084809	0.041670	0.999130	-0.001233	-0.084684	0.004761	0.996397	18.925087	3.889045	545.080994	
0.969231	-0.126075	0.211414	0.131077	0.991324	-0.009753	-0.208351	0.037165	0.977348	27.788971	7.490490	544.566711	
0.947105	-0.165716	0.274829	0.173047	0.984910	-0.002468	-0.270273	0.049896	0.961490	36.412483	15.411449	543.895020	
0.898274	-0.199685	0.391445	0.219949	0.975485	-0.007113	-0.380429	0.092487	0.920174	44.726784	18.161261	543.020203	
0.826073	-0.261701	0.499115	0.307774	0.951401	-0.010541	-0.472100	0.162322	0.866472	52.614647	23.940731	544.992371	
0.771328	-0.322768	0.548520	0.392802	0.919554	-0.011260	-0.500760	0.224145	0.836062	69.419495	25.766912	548.519165	
0.674585	-0.359401	0.644799	0.479029	0.877718	-0.011931	-0.561664	0.316926	0.764260	76.286583	29.274776	548.538818	
0.587423	-0.346959	0.731131	0.525112	0.850840	-0.018131	-0.615785	0.394576	0.681996	83.253349	30.331036	553.443481	
0.533495	-0.348148	0.770828	0.568128	0.822655	-0.021649	-0.626589	0.449478	0.636676	88.821938	31.195070	556.142578	
0.437753	-0.316091	0.841700	0.616610	0.786866	-0.025189	-0.654343	0.530027	0.539358	98.719856	30.999786	563.491211	
0.367533	-0.323454	0.871951	0.690408	0.723061	-0.022789	-0.623102	0.610377	0.489064	102.621338	29.534201	572.139099	
0.259599	-0.278439	0.924706	0.766262	0.642159	-0.021757	-0.587750	0.714215	0.380061	105.306732	26.832172	574.490845	
0.199214	-0.258812	0.945162	0.834502	0.550430	-0.025167	-0.513732	0.793753	0.325632	107.542053	25.129969	583.630615	
0.119973	-0.174760	0.977275	0.865016	0.501472	-0.016517	-0.487189	0.847340	0.211333	108.889786	20.471146	594.667480	
0.073649	-0.138553	0.987613	0.912139	0.409745	-0.010537	-0.403209	0.901616	0.156557	108.893639	14.802593	597.420715	
0.039832	-0.094478	0.994730	0.938032	0.346518	-0.004650	-0.344252	0.933273	0.102426	106.931664	8.121935	600.716858	
0.008947	-0.042142	0.999072	0.956102	0.293011	0.003797	-0.292899	0.955180	0.042914	102.842148	4.587913	608.575012	
-0.008705	0.013051	0.999877	0.982987	0.183573	0.006162	-0.183470	0.982919	-0.014427	99.927483	-3.956493	617.435547	
-0.023874	0.066599	0.997495	0.997789	0.063494	0.019642	-0.062027	0.995758	-0.067967	95.975624	-14.070522	622.661194	
-0.024712	0.117628	0.992751	0.998195	-0.051474	0.030946	0.054741	0.991723	-0.116144	86.242966	-24.916252	629.012573	
-0.005330	0.244296	0.969687	0.985417	-0.163641	0.046643	0.170076	0.955793	-0.239861	79.811592	-31.084538	638.105042	
0.004932	0.346786	0.937932	0.970999	-0.225865	0.078404	0.239035	0.910343	-0.337843	73.927223	-37.487835	649.341003	
0.024441	0.392593	0.919388	0.955269	-0.280302	0.094298	0.294727	0.875958	-0.381883	67.114357	-49.656879	665.036011	
0.057576	0.488807	0.870491	0.932326	-0.338130	0.128205	0.357006	0.804199	-0.475196	59.015427	-56.435192	677.159424	
0.102963	0.576687	0.810451	0.907780	-0.387550	0.160438	0.406613	0.719192	-0.563409	51.161049	-69.382874	694.817322	
0.188588	0.647935	0.737981	0.848990	-0.485273	0.209106	0.493610	0.587103	-0.641607	32.656803	-82.910744	708.198181	
0.246529	0.707269	0.662567	0.807828	-0.527652	0.262673	0.535385	0.470483	-0.701434	14.517049	-96.695335	721.165771	
0.306654	0.756823	0.577219	0.773822	-0.551345	0.311797	0.554222	0.351051	-0.754720	5.586441	-102.891594	730.988770	
0.357110	0.765272	0.535567	0.727519	-0.587489	0.354364	0.585824	0.263088	-0.766548	-3.338662	-110.240898	736.179932	
0.459427	0.765326	0.450782	0.658369	-0.634094	0.405556	0.596220	0.110457	-0.795187	-12.996898	-124.238419	741.171814	
0.520032	0.774293	0.360607	0.618857	-0.632541	0.465734	0.588713	-0.019033	-0.808119	-22.619167	-138.387070	746.793823	
0.618461	0.736638	0.273624	0.553375	-0.655491	0.513915	0.557927	-0.166420	-0.813033	-31.094793	-144.739380	764.007996	
0.670541	0.719901	0.179216	0.529323	-0.633518	0.564334	0.519801	-0.283546	-0.805860	-39.183567	-158.204880	774.153381	
0.754420	0.650771	0.085723	0.480267	-0.636284	0.603727	0.447432	-0.414293	-0.792570	-47.560677	-171.595047	780.270386	
0.791285	0.611158	-0.018841	0.478081	-0.599188	0.642193	0.381191	-0.517165	-0.766312	-55.584473	-177.878448	798.954468	
0.821521	0.565048	-0.076328	0.460350	-0.578320	0.673516	0.336426	-0.588445	-0.735222	-69.133331	-190.038025	810.733398	
0.841744	0.508074	-0.182563	0.477651	-0.543242	0.690462	0.251629	-0.668394	-0.699953	-82.158722	-201.873840	818.885620	
0.859801	0.456171	-0.229458	0.469045	-0.527929	0.708017	0.201839	-0.716379	-0.667879	-93.298965	-212.325409	830.456848	
0.872328	0.403023	-0.276799	0.467939	-0.524129	0.711563	0.141697	-0.750241	-0.645803	-102.589462	-217.217316	847.300049	
0.879514	0.287398	-0.379288	0.475504	-0.499278	0.724305	0.018793	-0.817388	-0.575781	-109.726326	-222.071960	864.801147	
0.887429	0.181233	-0.423823	0.454422	-0.498127	0.738492	-0.077279	-0.847953	-0.524409	-112.082268	-229.774765	879.634766	
0.851393	0.124019	-0.509658	0.502907	-0.469105	0.725965	-0.149050	-0.874391	-0.461763	-113.543556	-233.569305	884.790833	
0.832980	0.074090	-0.548322	0.520348	-0.441803	0.730786	-0.188106	-0.894048	-0.406566	-114.302048	-235.899918	893.745789	
0.785037	0.032827	-0.618580	0.573499	-0.415951	0.705751	-0.234131	-0.908795	-0.345364	-113.442429	-241.109253	909.384766	
0.728038	-0.008392	-0.685486	0.627950	-0.392991	0.671742	-0.275027	-0.919504	-0.280843	-112.125343	-244.997253	913.231384	
0.693597	-0.051080	-0.718551	0.655021	-0.370390	0.658604	-0.299786	-0.927471	-0.223444	-108.845642	-246.000717	919.647034	
0.628344	-0.079627	-0.773850	0.694214	-0.391522	0.603969	-0.351072	-0.916717	-0.190732	-105.188736	-247.894623	929.331360	
0.575953	-0.148570	-0.803870	0.697670	-0.423185	0.578076	-0.426071	-0.893780	-0.140082	-95.539093	-246.732925	940.136780	
0.517182	-0.208058	-0.830203	0.684372	-0.481969	0.547121	-0.513964	-0.851128	-0.106877	-90.471825	-246.069855	943.539856	
0.476998	-0.219245	-0.851120	0.710709	-0.473501	0.520279	-0.517075	-0.853070	-0.070040	-78.527847	-242.893066	946.672913	
0.414125	-0.256670	-0.873282	0.704187	-0.517562	0.486056	-0.576734	-0.816242	-0.033593	-72.220802	-240.276764	956.105164	
0.355638	-0.277900	-0.892353	0.693845	-0.561176	0.451288	-0.626180	-0.779650	-0.006757	-57.084446	-234.171494	963.150635	
0.278044	-0.254648	-0.926200	0.713265	-0.591100	0.376637	-0.643386	-0.765347	0.017279	-48.455723	-228.920242	972.660583	
0.219519	-0.211164	-0.952482	0.745136	-0.593904	0.303399	-0.629750	-0.776330	0.026972	-39.615128	-222.096924	979.718689	
0.178251	-0.200818	-0.963276	0.738551	-0.619578	0.265832	-0.650208	-0.758812	0.037873	-30.207243	-213.934250	982.926758	
0.107434	-0.157978	-0.981581	0.718740	-0.669809	0.186466	-0.686929	-0.725534	0.041584	-20.698370	-204.804550	984.383362	
0.076883	-0.134778	-0.987889	0.732641	-0.664405	0.147663	-0.676260	-0.735121	0.047662	-10.948872	-195.071075	991.571411	
0.069881	-0.087845	-0.993680	0.661539	-0.741489	0.112073	-0.746648	-0.665190	0.006296	6.558931	-178.865524	963.615906	
-0.001152	-0.010783	-0.999941	0.686109	-0.727465	0.007054	-0.727498	-0.686060	0.008237	16.679592	-172.119690	996.859802	
-0.022534	0.051733	-0.998407	0.647315	-0.760307	-0.054006	-0.761889	-0.647501	-0.016355	25.917130	-159.117218	995.261230	
0.041612	0.134501	-0.990039	0.592842	-0.800937	-0.083893	-0.804243	-0.583446	-0.113067	41.398300	-144.588928	977.992065	
-0.028022	0.188974	-0.981582	0.564734	-0.807250	-0.171533	-0.824797	-0.559139	-0.084100	51.836540	-131.765961	992.882324	
0.001088	0.271301	-0.962494	0.559432	-0.797954	-0.224289	-0.828875	-0.538205	-0.152643	67.833473	-118.537308	996.000671	
