0	0.300832	-0.772817	0.558797	89.435059	0.851195	-0.046657	-0.522772	-30.033735	0.430079	0.632912	0.643782	944.779663	
1	0.287839	-0.772158	0.566499	89.924789	0.862382	-0.048257	-0.503954	-28.080370	0.416469	0.633596	0.652004	930.411377	
2	0.288635	-0.768686	0.570799	91.249458	0.862500	-0.050075	-0.503574	-25.778854	0.415673	0.637663	0.648538	922.254578	
3	0.286868	-0.763941	0.578015	91.946556	0.863995	-0.054299	-0.500565	-24.568436	0.413788	0.642998	0.644464	915.922607	
4	0.289434	-0.759001	0.583219	91.882248	0.864363	-0.054516	-0.499904	-24.643314	0.411223	0.648803	0.640274	912.443298	
5	0.285575	-0.758843	0.585324	91.517067	0.871073	-0.049134	-0.488689	-24.071833	0.399597	0.649418	0.646976	907.859863	
6	0.287696	-0.750595	0.594842	91.456062	0.870981	-0.053236	-0.488425	-21.889156	0.398276	0.658614	0.638438	905.811096	
7	0.284902	-0.745303	0.602788	91.713120	0.873987	-0.056288	-0.482678	-19.238934	0.393671	0.664345	0.635349	905.442444	
8	0.291694	-0.737065	0.609631	92.940628	0.871340	-0.058152	-0.487223	-17.404676	0.394566	0.673315	0.625271	904.513062	
9	0.289898	-0.736717	0.610906	93.460587	0.874306	-0.055780	-0.482159	-16.469986	0.389292	0.673896	0.627945	901.543274	
10	0.293004	-0.720955	0.627991	93.098480	0.878694	-0.055861	-0.474106	-15.064013	0.376889	0.690726	0.617132	900.758972	
11	0.292750	-0.712123	0.638105	90.994499	0.878804	-0.062617	-0.473058	-14.339547	0.376831	0.699257	0.607485	902.766479	
12	0.283875	-0.705027	0.649886	86.119896	0.887644	-0.063105	-0.456187	-15.695072	0.362635	0.706367	0.607899	900.585938	
13	0.284045	-0.696075	0.659392	80.014160	0.881314	-0.081316	-0.465482	-16.942039	0.377629	0.713349	0.590364	899.052795	
14	0.273826	-0.705585	0.653581	74.169029	0.882619	-0.085627	-0.462225	-16.935980	0.382103	0.703433	0.599316	897.994751	
15	0.270869	-0.709500	0.650568	69.247108	0.879760	-0.091847	-0.466462	-15.182518	0.390707	0.698694	0.599311	898.441101	
16	0.267894	-0.709349	0.651965	64.095345	0.879905	-0.095494	-0.465455	-10.902704	0.392428	0.698359	0.598577	898.124634	
17	0.265645	-0.703454	0.659231	59.292507	0.880920	-0.100695	-0.462428	-6.507060	0.391678	0.703572	0.592938	899.982178	
18	0.261110	-0.700999	0.663644	53.657791	0.886074	-0.098727	-0.452908	-4.539003	0.383008	0.706296	0.595358	898.754822	
19	0.262444	-0.697273	0.667034	47.388882	0.886320	-0.099123	-0.452339	-2.352612	0.381522	0.709919	0.591992	897.384827	
20	0.268394	-0.688130	0.674123	39.478573	0.886454	-0.097478	-0.452435	-0.137666	0.377046	0.719010	0.583833	895.284058	
21	0.263883	-0.684753	0.679323	31.255926	0.886407	-0.105546	-0.450714	2.980655	0.380327	0.721092	0.579117	896.888184	
22	0.256632	-0.689100	0.677703	23.541641	0.886301	-0.111886	-0.449391	4.696222	0.385501	0.715976	0.582036	899.728577	
23	0.249853	-0.691081	0.678218	16.007889	0.884137	-0.122770	-0.450810	6.149461	0.394811	0.712273	0.580336	899.168457	
24	0.250811	-0.684665	0.684344	9.787785	0.885332	-0.123678	-0.448209	8.455225	0.391511	0.718287	0.575136	900.686279	
25	0.236896	-0.687344	0.686613	5.263296	0.884912	-0.139054	-0.444515	7.967148	0.401011	0.712896	0.575298	905.565674	
26	0.236061	-0.677974	0.696151	1.887491	0.885916	-0.144214	-0.440858	4.575820	0.399285	0.720800	0.566585	904.123352	
27	0.234174	-0.674404	0.700244	-0.127496	0.885772	-0.148873	-0.439596	-0.725754	0.400712	0.723198	0.562506	901.692139	
28	0.237136	-0.669544	0.703901	-1.693425	0.881175	-0.156821	-0.446025	-6.707774	0.409020	0.726028	0.552797	898.947021	
29	0.230181	-0.663593	0.711801	-2.034836	0.881059	-0.168479	-0.441984	-10.165026	0.413221	0.728875	0.545883	897.182922	
30	0.239459	-0.647306	0.723640	-1.120837	0.878851	-0.172264	-0.444912	-13.581799	0.412651	0.742509	0.527635	895.317078	
31	0.241058	-0.632906	0.735745	-0.037427	0.874745	-0.186677	-0.447183	-17.997181	0.420371	0.751386	0.508631	893.686218	
32	0.242933	-0.630021	0.737602	0.510109	0.867903	-0.198462	-0.455364	-24.380241	0.433275	0.750790	0.498585	890.555054	
33	0.241533	-0.626407	0.741131	1.054805	0.864468	-0.208081	-0.457599	-32.645954	0.440858	0.751209	0.491251	886.505188	
34	0.243394	-0.620917	0.745132	2.074292	0.864757	-0.209003	-0.456631	-39.530067	0.439265	0.755499	0.486073	882.759705	
35	0.220949	-0.639436	0.736413	4.729086	0.868448	-0.214618	-0.446919	-42.561249	0.443823	0.738282	0.507897	881.832947	
36	0.233007	-0.617734	0.751074	7.865580	0.863811	-0.223292	-0.451632	-44.842007	0.446697	0.754019	0.481577	878.822327	
